1.190002250331607225e+00,-5.890858995998862202e-01,-1.043504963028927257e+00,0.000000000000000000e+00
1.190003014701041417e+00,-5.890863180675192101e-01,-1.043504454025351968e+00,1.988589254759254998e-21
1.190004542358709561e+00,-5.890871544108626789e-01,-1.043503436738186796e+00,1.440012908185570536e-21
1.190006832224557831e+00,-5.890884080386222799e-01,-1.043501911886653533e+00,2.445736211824603368e-21
1.190009883219679265e+00,-5.890900783601310531e-01,-1.043499880189210582e+00,4.731470998229750127e-21
1.190013694266311539e+00,-5.890921647853487597e-01,-1.043497342363553848e+00,7.108635183583968535e-21
1.190018264287836081e+00,-5.890946667248616597e-01,-1.043494299126617619e+00,1.168010478880256532e-20
1.190023592208777625e+00,-5.890975835898815127e-01,-1.043490751194575017e+00,1.625157441560455344e-20
1.190029676954802218e+00,-5.891009147922452449e-01,-1.043486699282838881e+00,2.064018528149072797e-20
1.190036517452716991e+00,-5.891046597444141719e-01,-1.043482144106062437e+00,2.356592587713987676e-20
1.190044112630468387e+00,-5.891088178594736657e-01,-1.043477086378140184e+00,2.685738407050561777e-20
1.190052461417141494e+00,-5.891133885511323776e-01,-1.043471526812208117e+00,3.270886534906974812e-20
1.190061562742959156e+00,-5.891183712337215717e-01,-1.043465466120645058e+00,3.782891151197406950e-20
1.190071415539280197e+00,-5.891237653221947923e-01,-1.043458905015073102e+00,4.075465220399999369e-20
1.190082018738598979e+00,-5.891295702321269756e-01,-1.043451844206358059e+00,4.697185123783839685e-20
1.190093371274543843e+00,-5.891357853797142274e-01,-1.043444284404610567e+00,5.392048552824318377e-20
1.190105472081876892e+00,-5.891424101817728243e-01,-1.043436226319186755e+00,5.977196710457852362e-20
1.190118320096491766e+00,-5.891494440557391021e-01,-1.043427670658688688e+00,6.379486073859895886e-20
1.190131914255413426e+00,-5.891568864196683464e-01,-1.043418618130965481e+00,6.452629595449265127e-20
1.190146253496796591e+00,-5.891647366922345697e-01,-1.043409069443113513e+00,6.525773118065823085e-20
1.190161336759925081e+00,-5.891729942927298458e-01,-1.043399025301477767e+00,6.672060165465901485e-20
1.190177162985210702e+00,-5.891816586410636436e-01,-1.043388486411651828e+00,6.525773115786440458e-20
1.190193731114191689e+00,-5.891907291577623829e-01,-1.043377453478478989e+00,6.233199011644236666e-20
1.190211040089532268e+00,-5.892002052639686571e-01,-1.043365927206053145e+00,5.501763738770048334e-20
1.190229088855021100e+00,-5.892100863814409006e-01,-1.043353908297719013e+00,4.770328452817517343e-20
1.190247876355570611e+00,-5.892203719325527222e-01,-1.043341397456073461e+00,3.819462563350869546e-20
1.190267401537215664e+00,-5.892310613402920172e-01,-1.043328395382965290e+00,2.722309592673423636e-20
1.190287663347112446e+00,-5.892421540282609671e-01,-1.043314902779497011e+00,1.405726001306053856e-20
1.190308660733537804e+00,-5.892536494206748188e-01,-1.043300920346024840e+00,1.599884799806691572e-22
1.190330392645887914e+00,-5.892655469423618841e-01,-1.043286448782159592e+00,-1.520015407394594770e-20
1.190352858034677164e+00,-5.892778460187626521e-01,-1.043271488786767565e+00,-3.056029697267740876e-20
1.190376055851537052e+00,-5.892905460759291225e-01,-1.043256041057970762e+00,-4.665187562095066041e-20
1.190399985049215514e+00,-5.893036465405245838e-01,-1.043240106293148006e+00,-6.566919629732450035e-20
1.190424644581575375e+00,-5.893171468398226143e-01,-1.043223685188935823e+00,-8.249221115762129135e-20
1.190450033403593677e+00,-5.893310464017067485e-01,-1.043206778441228666e+00,-1.022409682357716406e-19
1.190476150471360350e+00,-5.893453446546700336e-01,-1.043189386745179581e+00,-1.234525967648512799e-19
1.190502994742077547e+00,-5.893600410278140300e-01,-1.043171510795201540e+00,-1.402756129486244509e-19
1.190530565174057864e+00,-5.893751349508487003e-01,-1.043153151284967661e+00,-1.563671940923097360e-19
1.190558860726724344e+00,-5.893906258540915211e-01,-1.043134308907411656e+00,-1.768473888583787143e-19
1.190587880360608475e+00,-5.894065131684670389e-01,-1.043114984354729380e+00,-1.987904553204457060e-19
1.190617623037349526e+00,-5.894227963255062042e-01,-1.043095178318378391e+00,-2.236592647228253096e-19
1.190648087719693660e+00,-5.894394747573459270e-01,-1.043074891489079947e+00,-2.470652037028820056e-19
1.190679273371492597e+00,-5.894565478967285221e-01,-1.043054124556818563e+00,-2.733968858839363556e-19
1.190711178957702510e+00,-5.894740151770008207e-01,-1.043032878210843339e+00,-3.055800540306615775e-19
1.190743803444383575e+00,-5.894918760321140594e-01,-1.043011153139668412e+00,-3.377632232378469676e-19
1.190777145798698200e+00,-5.895101298966228809e-01,-1.042988950031073614e+00,-3.670206507755947658e-19
1.190811204988910355e+00,-5.895287762056852232e-01,-1.042966269572105587e+00,-3.948152078935185987e-19
1.190845979984384684e+00,-5.895478143950612093e-01,-1.042943112449078003e+00,-4.211468945103526966e-19
1.190881469755584732e+00,-5.895672439011130361e-01,-1.042919479347572231e+00,-4.489414536040521409e-19
1.190917673274072941e+00,-5.895870641608040863e-01,-1.042895370952438450e+00,-4.767360137164024624e-19
1.190954589512508877e+00,-5.896072746116987062e-01,-1.042870787947796085e+00,-5.089191897865246164e-19
1.190992217444648338e+00,-5.896278746919612068e-01,-1.042845731017034483e+00,-5.425652387788183200e-19
1.191030556045342470e+00,-5.896488638403556415e-01,-1.042820200842813794e+00,-5.747484173262782209e-19
1.191069604290536654e+00,-5.896702414962451400e-01,-1.042794198107065196e+00,-6.083944689578848092e-19
1.191109361157269619e+00,-5.896920070995912422e-01,-1.042767723490992005e+00,-6.303375469936836698e-19
1.191149825623671887e+00,-5.897141600909534542e-01,-1.042740777675070341e+00,-6.522806259302718396e-19
1.191190996668965330e+00,-5.897366999114885822e-01,-1.042713361339049793e+00,-6.712979618032111567e-19
1.191232873273461834e+00,-5.897596260029503989e-01,-1.042685475161953867e+00,-6.888524264321590702e-19
1.191275454418562418e+00,-5.897829378076886453e-01,-1.042657119822080869e+00,-7.034811475887886043e-19
1.191318739086756118e+00,-5.898066347686489186e-01,-1.042628295997004795e+00,-7.181098693885523025e-19
1.191362726261618876e+00,-5.898307163293717847e-01,-1.042599004363575554e+00,-7.429786975595188447e-19
1.191407414927812658e+00,-5.898551819339923341e-01,-1.042569245597920080e+00,-7.766247607305773619e-19
